og_representation,mapping
अभंग,unbroken
ऊंदरि,undari
अंडरटेकींग,Under taking
उंदेराई,underai
अंडरटेकिंग,undertaking
हमीपत्र,Undertaking
अंडरटेकींगचा,Undertaking
अविकसीत,undeveloped
अविभाजीत,undivided
अविभाजित,undvided
युनियन,Union
संघ,union
युनिअन,union
युनिक,unique
युनीक,Unique
यूनिक,unique
यूनिट,unit
युनिट,unit
युन‍िट,unit
यूनीट,unit
युनिटचे,unit
युनीटेक,unitech
युनिटेक,Unitech
युनिटेड,united
युनायटेड,United
युनाटेड,united
युनीटेड,united
युनाइटेड,United
युनिटन,uniton
युनिटस्,units
युनिट्स,units
युनिटी,Unity
युनीटी,unity
युनिवर्सल,Universal
युनिव्हर्सल,Universal
युनिवर्स,Universe
युनिव्हर्स,Universe
युनिवर्सिटीच्,university
युनिवीस,univis
उन्नत,Unnat
उन्नती,Unnati
उन्नति,unnati
उन्नत्ती,unnatti
यूएनओ,UNO
अनसोल्ड,unsold
अनसर्व्हेड,Unsurveyed
अपं,up
पर्यंतचा,Up to
पर्यत,up to
उपमुल्य,upamulya
उपासरा,upasara
उपासना,upasna
उपेंद्र,Upendra
सुधारीत,Upgrading
उपहार,Uphaar
ुफ्लॅट,uphleta
उपकार,upkaar
उपक्रम,upkarm
अप्पर,upper
उपविभागक्र,upper department
उपविभाग्र,upper department
उपविभा,upper department
ऊपरी,upri
उपसाना,upsana
अपटाऊन,Uptown
उपुल्य,upulya
उपवन,Upvan
उपविभगा,upvibhaag
उरण्,uran
युरेनस,Uranus
युरनेस,Uranus
युरानस,uranus
उरणवाला,uranwala
शहरी,urban
अर्बाना,urbana
अर्बनि,urbani
ुरी,uri
उर्जा,urja
ऊर्जा,urja
उर्मी,urmi
उर्मि,urmi
उर्मिला,Urmila
उर्सिला,ursila
ऊरुज,uruj
उर्वशी,Urvashi
उर्वी,Urvi
युएस,US
युसेबल,usable
वापराकरीता,usage
उसरली,usarali
उसर्ली,usarli
ऊसर्ली,usarli
उसर्लीखुर्द,usarlikhurd
वापराकरिता,uSE
युज,Use
वापरासाठी,Use the
वापरा,Use the
उष,ush
उषा,Usha
ऊषा,usha
उषादर्शन,usha darshan
उषाकिरण,ushakiran
उषानगर,ushanagar
ऊषानगर,ushanagar
उशुस,ushus
ुष्कर,uskara
उसलीखुर्द,uslikhurd
उस्मान,Usman
ुष्प,uspa
ुष्पा,uspa
उता,Utah
उथलसर,uthalasar
उत्कर्ष,Uthkarsh
उत्त्र,Uthra
युटीलीटी,utility
उटोपि,utopi
उत्सव,Utsav
उत्तम,uttam
अत्तर,uttar
उत्तराखंड,Uttarakhand
उत्तरायण,Uttarayan
उत्तरा,uttarra
उत्तरशीव,uttarsiv
उत्तेखोल,uttekhol
सुवार्ता,uvarta
उवले,uvle
व्ही,V
कृ,v
वि,V
वी,V
व्हीएस,V.S
वाडीची,vaadi
वाणी,vaani
वास्तु,Vaastu
वाचा,vacha
वडार,vadaar
वाढाण,vadan
वदानीवाला,vadanivala
वाडेगती,vadegati
वाडेकर,vadekar
वडगादी,vadgadi
वधवली,vadhvali
वडराई,vadrai
वडूनवघर,Vadunavghar
वडवलि,vadvali
वागड,vagad
वाघबिळ,vaghabil
वाघानी,vaghani
वाघेला,Vaghela
वागले,vagle
वहिनीसाहेब,vahinisaheba
वहिवाटी,vahivati
वहिवाटीनुसार,vahivatinusar
वाहतूक,vahtuk
वई,vai
वार्ड़,vai
वैभव,Vaibhav
वैभवी,Vaibhavi
वैभवलक्ष्मी,Vaibhavlakshmi
वैभवनगरी,vaibhavnagri
वैभवशाली,vaibhavshali
वैद्य,Vaidya
वैकुंठ,Vaikunth
वैकुठ,vaikunth
वैंकुठ,vainkutha
वैशाखरे,vaisakhare
वैशाली,Vaishali
वैशेतपाडा,vaishatpada
वायशेतपाडा,vaishetpada
वैष्णव,Vaishnav
वैष्णवदेवी,vaishnavdevi
वैष्णवी,Vaishnavi
वैष्णवीधाम,vaishnavi dham
वैष्णोदेवी,Vaishno Devi
वैष्णवीदेवी,vaisnavidevi
वाइस्रोई,vaisroi
वैती,vaiti
वैतीवाडी,vaitivadi
वजेश्वरी,vajesvari
वझिर,vajhir
वझिरा,vajhira
वझिरानाका,vajhirnaka
वजीरा,vajira
वजिरा,vajira
वजिर,vajira
वाकणपाडा,vakanpada
वाकेाला,vakeala
वखारि,vakhari
वाकोला,Vakola
वक्रतुंड,vakratund
वक्रतंुड,vakratund
वक्रतुण्ड,vakratunda
वक्रातुंडा,vakratunda
बक्तावर,vaktawar
वाक्रुळ,vakul
वलभात,valbhat
वालभट,valbhatt
वालभट्ट,valbhatt
वाळभट,Valbhatt
वल्भत्त,valbhatta
वालधुनी,valdhuni
वालेचा,valecha
वॅलेन्सि,valenci
व्हॅलेंसि,Valenci
वलेन्सी,valency
व्हेलेंटाईन,valentine
वेलेनटाईन,valentine
व्हॅलेनटाईन,valentine
वेलेंटाईन,Valentine
वेलेन्टाईन,Valentine
वेलेन्टिन,valentine
व्हॅलेंटाईन,Valentine
वॅलेंटाईन,Valentines
व्हॅलेंटिना,Valentino
वालेराम,valeram
वॅलनटाइन,valetine
वालिव,Valiv
वाळीव,valiv
वालजी,valji
वल्लभ,Vallabh
वल्ल्भ,vallabh
वल्लभबाग,vallabh bagh
वल्लभभाई,Vallabhbhai
वल्लभनगर,vallabhnagar
वल्लभयोग,vallabhyog
वेलनटाईन,vallentine
वेली,valley
वेल्ली,valley
व्हॅली,Valley
दरी,Valley
वँली,valley
वॅले,valley
वेलि,valley
व्हली,valley
व्हँली,valley
व्हॅल्ली,valley
व्हेली,valley
व्हेल्ली,valley
व्हॉली,valley
व्ॅहली,valley
वाल्मीकी,Valmiki
वाल्मिकी,Valmiki
वळणई,valnai
वळनई,valnai
वळपाडा,valpada
वालशिंद,valshind
वालुमा,valuma
वालवलकर,valvalkar
वामा,vama
वंागणी,vamagani
वामन,vaman
वामनराव,vamanrao
वंृदा,vamrda
वन,Van
वंदन,Vandan
वंदनवन,vandan van
वंदना,Vandana
वाणगंाव,vangangaon
वाणीआळी,vaniali
वाणिज्य,vanijya
वाणीज्य,vanijya
वेनीस,vanish
व्हेनिस,vanish
वनिता,Vanita
वनीता,vanita
वंजारपाडा,vanjarpada
वंजारवाडी,vanjarwadi
वनमाळी,vanmali
वनमाली,vanmali
वनराई,vanrai
वनराज,Vanraj
वंरील,vanril
वंश,vansh
वनश्री,vanshri
वांवजे,vanvje
वर,var
वरद,Varad
वरदलक्ष्मी,varadlaxmi
वरदमुर्ती,varadmurti
वरदमूर्ती,varadmurti
वरदविनायक,Varadvinayak
वराई,varai
वरंडा,varanda
वरंदमल,varandmal
वरसई,varasai
वरदान,vardan
वर्ध,vardh
वर्धन,vardhan
वर्धमान,Vardhman
वर्धमा,Vardhman
वर्धमागर,vardhmanagar
वरे,vare
वर्गो,vargo
वरचीवाडी,varhivadi
वारि,vari
वरिल,varil
वारील,varil
वर्जेश्वरी,varjesvari
वरळीनाका,varli naka
वारणा,Varna
वरोडा,varoda
वरोसे,varose
वर्ष,varsh
वर्षा,Varsha
वरसेाली,varsoli
वर्सोव,varsov
वर्त,vart
वर्तक,vartak
वर्तकनगर,vartaknagar
वरवठणे,varthane
वरून,varun
वरुन,varun
वरुण,Varun
वरूण,Varun
वरुणा,varuna
वसाहतील,vasahtil
वसइ,vasai
वसई,Vasai
वसइर्,vasair
वसइ्र,vasaira
वासंाबे,vasamabe
वासानी,vasani
वासाणी,vasani
वसनजी,vasanji
वासंजी,vasanji
वंसत,Vasant
वसंता,vasanta
वसंतकुंज,vasantkunj
वसंतलिला,vasantlila
वसंतनगरी,vasantnagri
वसंतराव,vasantrao
वसंतविहार,vasantvihar
वर्सेवा,vasarve
वाशीे,Vashi
वाशी,Vashi
वाशीगांव,vashigaon
वशिष्ठ,Vashisht
वाश्ी,vasi
वशी,vasi
वासींद,vasind
वासिनी,vasini
वर्सेावा,Vasorva
वसोवा,vasova
वासरे,vasre
वासरी,vasri
वास्तल्य,vastalya
वास्तू,Vasthu
वास्तुआनंद,vastuanand
वास्तुभ,vastubh
वास्तुछा,vastucha
वास्तुकृती,vastukrti
वास्तुपुर्ती,vastupurti
वास्तुसंकल्प,vastusankalp
वास्तुशांती,vastushanti
वास्तुशिल्प,vastushilp
वास्तुशील्प,vastushilp
वास्तुसृष्टी,vastushrasti
वास्तुसिध्दी,vastusiddhi
वास्तुविहार,Vastuvihar
वास्तूविहार,vastuvihar
वास्तुयोग,vastuyog
